hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
10.679109772422779,5.0,3.0,3.0,4.0,4.0,3.0,44.0,Travel_Rarely,Research & Development,16.0,3.0,Life Sciences,1.0,493.0,Female,1.0,Healthcare Representative,Married,80200.0,3.0,Y,11.0,8.0,1.0,23.0,2.0,12.0,11.0,11.0
8.463939089691944,4.0,3.0,3.0,2.0,4.0,3.0,60.0,Travel_Rarely,Sales,2.0,2.0,Life Sciences,1.0,3562.0,Male,2.0,Sales Executive,Divorced,25640.0,0.0,Y,14.0,8.0,1.0,12.0,3.0,11.0,1.0,9.0
5.828119143239444,6.0,2.0,3.0,3.0,3.0,3.0,31.0,Non-Travel,Sales,4.0,1.0,Medical,1.0,2907.0,Female,3.0,Research Scientist,Married,96100.0,0.0,Y,11.0,8.0,1.0,6.0,2.0,5.0,1.0,4.0
7.543404730031111,6.0,3.0,3.0,3.0,2.0,3.0,32.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,1.0,1564.0,Male,2.0,Research Scientist,Married,57470.0,1.0,Y,13.0,8.0,0.0,8.0,0.0,8.0,0.0,7.0
6.172550200803055,17.0,3.0,3.0,3.0,4.0,3.0,40.0,Travel_Rarely,Sales,27.0,2.0,Medical,1.0,3982.0,Female,3.0,Sales Executive,Divorced,102740.0,4.0,Y,18.0,8.0,0.0,12.0,3.0,5.0,0.0,3.0
7.825200803212778,11.0,2.0,3.0,2.0,3.0,3.0,50.0,Travel_Frequently,Research & Development,4.0,2.0,Medical,1.0,3211.0,Male,4.0,Sales Representative,Married,44240.0,3.0,Y,14.0,8.0,1.0,18.0,2.0,4.0,1.0,3.0
8.6217324854975,18.0,3.0,3.0,1.0,1.0,3.0,38.0,Travel_Rarely,Research & Development,8.0,3.0,Life Sciences,1.0,20.0,Female,1.0,Manager,Divorced,68700.0,1.0,Y,11.0,8.0,1.0,8.0,5.0,8.0,7.0,7.0
6.914326193663333,16.0,3.0,3.0,2.0,4.0,2.0,33.0,Travel_Frequently,Sales,4.0,2.0,Life Sciences,1.0,3011.0,Male,4.0,Research Scientist,Single,47880.0,3.0,Y,11.0,8.0,1.0,9.0,0.0,7.0,0.0,1.0
6.26495091477,5.0,2.0,3.0,4.0,1.0,3.0,34.0,Travel_Rarely,Research & Development,26.0,3.0,Other,1.0,2930.0,Female,1.0,Sales Executive,Married,190380.0,6.0,Y,13.0,8.0,0.0,13.0,3.0,11.0,5.0,9.0
5.835689424363889,15.0,3.0,3.0,4.0,2.0,3.0,27.0,Travel_Rarely,Sales,2.0,3.0,Life Sciences,1.0,3056.0,Male,1.0,Sales Executive,Divorced,23670.0,1.0,Y,12.0,8.0,1.0,5.0,2.0,5.0,0.0,4.0
6.65875167336,14.0,4.0,3.0,2.0,3.0,3.0,27.0,Travel_Rarely,Sales,2.0,3.0,Life Sciences,1.0,4011.0,Female,5.0,Research Scientist,Married,45410.0,1.0,Y,14.0,8.0,2.0,9.0,4.0,9.0,5.0,8.0
9.899727800089167,12.0,3.0,4.0,4.0,3.0,4.0,30.0,Non-Travel,Sales,25.0,4.0,Other,1.0,1567.0,Male,1.0,Healthcare Representative,Married,53800.0,7.0,Y,21.0,8.0,1.0,4.0,0.0,2.0,2.0,2.0
7.336194779116389,5.0,2.0,3.0,4.0,1.0,4.0,42.0,Non-Travel,Research & Development,5.0,4.0,Medical,1.0,3561.0,Male,5.0,Sales Executive,Married,170460.0,7.0,Y,11.0,8.0,0.0,10.0,3.0,4.0,0.0,3.0
9.859254796965555,15.0,2.0,3.0,1.0,3.0,3.0,30.0,Travel_Rarely,Sales,2.0,3.0,Life Sciences,1.0,3403.0,Male,2.0,Healthcare Representative,Married,40000.0,4.0,Y,12.0,8.0,0.0,7.0,5.0,5.0,0.0,1.0
5.830213074520278,19.0,3.0,3.0,2.0,4.0,3.0,22.0,Travel_Rarely,Research & Development,2.0,1.0,Life Sciences,1.0,2792.0,Male,1.0,Sales Representative,Single,193310.0,1.0,Y,12.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0
5.481305220883334,21.0,3.0,3.0,3.0,4.0,3.0,21.0,Travel_Rarely,Sales,2.0,3.0,Life Sciences,1.0,4176.0,Male,2.0,Manufacturing Director,Single,137570.0,1.0,Y,12.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0
8.72000780901361,5.0,3.0,3.0,3.0,4.0,3.0,34.0,Travel_Frequently,Research & Development,9.0,4.0,Life Sciences,1.0,2581.0,Female,2.0,Manufacturing Director,Married,26250.0,1.0,Y,12.0,8.0,3.0,16.0,4.0,15.0,6.0,11.0
5.855170682730833,10.0,3.0,3.0,3.0,3.0,4.0,46.0,Non-Travel,Sales,2.0,4.0,Marketing,1.0,3048.0,Female,2.0,Laboratory Technician,Married,30650.0,2.0,Y,11.0,8.0,0.0,7.0,3.0,1.0,0.0,0.0
9.025584560463889,20.0,3.0,3.0,3.0,3.0,4.0,38.0,Travel_Rarely,Research & Development,1.0,3.0,Medical,1.0,285.0,Female,3.0,Manager,Single,96190.0,4.0,Y,13.0,8.0,1.0,10.0,2.0,1.0,0.0,0.0
7.3814457831325,7.0,3.0,3.0,2.0,2.0,3.0,30.0,Travel_Frequently,Research & Development,8.0,4.0,Medical,1.0,1945.0,Male,1.0,Sales Executive,Single,191440.0,0.0,Y,11.0,8.0,0.0,4.0,3.0,3.0,1.0,2.0
6.020372601516945,18.0,3.0,4.0,4.0,4.0,4.0,32.0,Travel_Frequently,Sales,2.0,3.0,Marketing,1.0,2827.0,Male,3.0,Laboratory Technician,Divorced,77560.0,0.0,Y,21.0,8.0,0.0,9.0,3.0,8.0,0.0,7.0
9.567613788487222,6.0,1.0,3.0,4.0,1.0,2.0,42.0,Travel_Rarely,Research & Development,6.0,3.0,Medical,1.0,4102.0,Male,2.0,Laboratory Technician,Divorced,100080.0,6.0,Y,19.0,8.0,1.0,9.0,3.0,4.0,1.0,2.0
5.755779785809723,22.0,3.0,3.0,4.0,4.0,2.0,25.0,Travel_Rarely,Research & Development,6.0,2.0,Medical,1.0,708.0,Female,4.0,Research Scientist,Married,20450.0,3.0,Y,19.0,8.0,0.0,7.0,3.0,3.0,1.0,2.0
5.740315707273333,15.0,4.0,4.0,4.0,4.0,1.0,40.0,Non-Travel,Research & Development,28.0,2.0,Life Sciences,1.0,2891.0,Male,1.0,Manufacturing Director,Married,167040.0,9.0,Y,22.0,8.0,0.0,5.0,2.0,3.0,0.0,2.0
6.400439535921389,15.0,3.0,3.0,2.0,3.0,2.0,29.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,250.0,Female,1.0,Healthcare Representative,Married,41570.0,1.0,Y,17.0,8.0,3.0,6.0,2.0,6.0,1.0,2.0
5.953738286479167,17.0,2.0,3.0,1.0,4.0,3.0,53.0,Travel_Rarely,Research & Development,9.0,3.0,Life Sciences,1.0,3329.0,Male,1.0,Sales Representative,Married,20890.0,5.0,Y,16.0,8.0,0.0,28.0,2.0,2.0,2.0,2.0
5.611991298527222,16.0,3.0,3.0,3.0,3.0,2.0,30.0,Travel_Rarely,Sales,29.0,3.0,Marketing,1.0,2087.0,Male,1.0,Sales Executive,Divorced,25460.0,1.0,Y,14.0,8.0,1.0,10.0,2.0,10.0,8.0,9.0
8.583017626059723,8.0,2.0,3.0,3.0,2.0,3.0,25.0,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,1.0,3366.0,Male,1.0,Sales Executive,Married,32120.0,1.0,Y,15.0,8.0,1.0,1.0,3.0,1.0,0.0,0.0
7.205607987505555,13.0,4.0,3.0,4.0,1.0,1.0,40.0,Travel_Rarely,Research & Development,2.0,3.0,Medical,1.0,3766.0,Male,2.0,Research Director,Single,47750.0,3.0,Y,15.0,8.0,1.0,15.0,3.0,5.0,1.0,0.0
10.275053547523333,14.0,3.0,3.0,3.0,4.0,1.0,57.0,Travel_Rarely,Research & Development,3.0,3.0,Life Sciences,1.0,2846.0,Male,2.0,Manufacturing Director,Divorced,20130.0,3.0,Y,14.0,8.0,1.0,12.0,5.0,5.0,1.0,4.0
8.645654841588334,20.0,3.0,3.0,2.0,4.0,3.0,55.0,Travel_Rarely,Research & Development,1.0,4.0,Other,1.0,2966.0,Female,1.0,Research Scientist,Married,67990.0,3.0,Y,11.0,8.0,0.0,12.0,2.0,10.0,0.0,8.0
7.248608879964166,11.0,3.0,3.0,1.0,1.0,2.0,38.0,Travel_Frequently,Sales,4.0,3.0,Medical,1.0,3288.0,Male,2.0,Research Scientist,Divorced,23060.0,2.0,Y,19.0,8.0,1.0,13.0,5.0,4.0,1.0,2.0
5.909099732262222,15.0,3.0,3.0,2.0,3.0,3.0,41.0,Non-Travel,Research & Development,19.0,1.0,Life Sciences,1.0,1959.0,Male,2.0,Research Scientist,Divorced,58280.0,1.0,Y,13.0,8.0,0.0,21.0,0.0,21.0,5.0,10.0
6.627418563141389,11.0,3.0,3.0,2.0,4.0,2.0,35.0,Travel_Rarely,Sales,24.0,3.0,Medical,1.0,483.0,Male,5.0,Sales Executive,Divorced,57450.0,1.0,Y,17.0,8.0,3.0,3.0,4.0,3.0,1.0,2.0
6.585251004015833,8.0,3.0,3.0,2.0,3.0,2.0,29.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,3190.0,Female,1.0,Healthcare Representative,Married,41570.0,1.0,Y,17.0,8.0,3.0,6.0,2.0,6.0,1.0,2.0
8.533591030789722,13.0,1.0,3.0,2.0,2.0,3.0,56.0,Travel_Rarely,Research & Development,15.0,3.0,Life Sciences,1.0,2805.0,Male,2.0,Laboratory Technician,Married,33120.0,9.0,Y,19.0,8.0,0.0,7.0,1.0,5.0,4.0,3.0
8.175683846496945,13.0,2.0,3.0,3.0,2.0,3.0,55.0,Travel_Frequently,Research & Development,26.0,2.0,Life Sciences,1.0,488.0,Female,2.0,Sales Executive,Married,27890.0,3.0,Y,13.0,8.0,1.0,17.0,2.0,8.0,6.0,7.0
6.506131191432222,11.0,2.0,4.0,3.0,1.0,3.0,26.0,Travel_Rarely,Research & Development,29.0,4.0,Life Sciences,1.0,3687.0,Male,1.0,Research Scientist,Single,63890.0,0.0,Y,22.0,8.0,0.0,8.0,2.0,7.0,0.0,7.0
7.71734605087,14.0,3.0,3.0,1.0,3.0,3.0,34.0,Travel_Frequently,Human Resources,4.0,4.0,Life Sciences,1.0,4264.0,Female,5.0,Sales Executive,Single,55620.0,1.0,Y,15.0,8.0,0.0,9.0,3.0,9.0,0.0,6.0
5.979871709058333,8.0,3.0,3.0,2.0,4.0,4.0,55.0,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,1.0,4019.0,Female,1.0,Human Resources,Married,27810.0,8.0,Y,13.0,8.0,1.0,19.0,2.0,5.0,0.0,4.0
8.55430834448889,20.0,3.0,3.0,4.0,1.0,3.0,55.0,Travel_Rarely,Research & Development,14.0,4.0,Life Sciences,1.0,13.0,Female,1.0,Sales Executive,Single,55380.0,0.0,Y,17.0,8.0,0.0,37.0,2.0,36.0,4.0,13.0
6.898489513609722,11.0,3.0,4.0,3.0,1.0,2.0,43.0,Travel_Rarely,Research & Development,7.0,2.0,Life Sciences,1.0,76.0,Female,2.0,Manager,Married,65000.0,8.0,Y,23.0,8.0,0.0,10.0,3.0,1.0,0.0,0.0
10.1586099955375,12.0,3.0,3.0,4.0,2.0,3.0,36.0,Travel_Rarely,Sales,2.0,3.0,Technical Degree,1.0,3998.0,Female,5.0,Laboratory Technician,Married,22900.0,4.0,Y,11.0,8.0,0.0,15.0,5.0,1.0,0.0,0.0
7.377986390004445,19.0,3.0,3.0,4.0,3.0,3.0,38.0,Travel_Frequently,Sales,18.0,4.0,Life Sciences,1.0,4161.0,Male,2.0,Healthcare Representative,Single,41620.0,0.0,Y,15.0,8.0,1.0,10.0,1.0,9.0,1.0,8.0
5.596083221775833,17.0,2.0,3.0,3.0,3.0,3.0,40.0,Travel_Rarely,Sales,26.0,4.0,Marketing,1.0,3100.0,Female,1.0,Sales Executive,Married,34820.0,0.0,Y,18.0,8.0,1.0,21.0,2.0,20.0,1.0,12.0
7.099554886211389,19.0,3.0,3.0,3.0,4.0,3.0,35.0,Travel_Frequently,Research & Development,6.0,4.0,Medical,1.0,745.0,Female,2.0,Research Director,Single,61420.0,2.0,Y,15.0,8.0,1.0,10.0,2.0,2.0,2.0,2.0
6.975477465417222,15.0,3.0,3.0,1.0,3.0,4.0,37.0,Travel_Rarely,Sales,4.0,3.0,Marketing,1.0,1272.0,Male,4.0,Human Resources,Divorced,160320.0,1.0,Y,13.0,8.0,0.0,7.0,2.0,7.0,0.0,7.0
6.719713297634722,12.0,2.0,3.0,4.0,4.0,2.0,54.0,Travel_Rarely,Sales,27.0,4.0,Medical,1.0,3988.0,Male,1.0,Research Scientist,Married,31310.0,4.0,Y,14.0,8.0,0.0,14.0,3.0,7.0,1.0,7.0
5.924933065595556,10.0,3.0,3.0,3.0,3.0,2.0,30.0,Non-Travel,Research & Development,8.0,3.0,Life Sciences,1.0,2265.0,Male,1.0,Manufacturing Director,Divorced,21430.0,1.0,Y,17.0,8.0,1.0,1.0,2.0,1.0,0.0,0.0
8.034338464970833,11.0,2.0,4.0,3.0,3.0,4.0,35.0,Travel_Frequently,Sales,7.0,2.0,Life Sciences,1.0,4139.0,Male,2.0,Manufacturing Director,Married,32290.0,1.0,Y,25.0,8.0,0.0,10.0,2.0,10.0,0.0,2.0
5.520024542614722,23.0,2.0,3.0,4.0,4.0,3.0,29.0,Travel_Rarely,Research & Development,2.0,4.0,Medical,1.0,2937.0,Male,1.0,Laboratory Technician,Divorced,26790.0,2.0,Y,15.0,8.0,0.0,10.0,2.0,3.0,0.0,2.0
7.184928603301945,13.0,2.0,3.0,3.0,3.0,2.0,46.0,Travel_Rarely,Sales,19.0,4.0,Marketing,1.0,3095.0,Female,1.0,Sales Executive,Divorced,41080.0,2.0,Y,14.0,8.0,0.0,19.0,5.0,10.0,0.0,8.0
10.853815261044167,3.0,3.0,3.0,4.0,2.0,2.0,51.0,Travel_Frequently,Research & Development,14.0,3.0,Life Sciences,1.0,661.0,Male,2.0,Research Director,Divorced,105270.0,4.0,Y,14.0,8.0,0.0,31.0,3.0,29.0,11.0,10.0
6.613843150379167,7.0,2.0,4.0,1.0,3.0,1.0,46.0,Travel_Rarely,Sales,4.0,1.0,Technical Degree,1.0,172.0,Male,1.0,Laboratory Technician,Married,67120.0,6.0,Y,21.0,8.0,1.0,26.0,3.0,3.0,0.0,1.0
8.42718429272639,13.0,3.0,3.0,4.0,4.0,3.0,27.0,Travel_Frequently,Sales,4.0,3.0,Technical Degree,1.0,3204.0,Male,5.0,Laboratory Technician,Divorced,21940.0,1.0,Y,12.0,8.0,0.0,6.0,5.0,6.0,0.0,4.0
6.824725568942222,6.0,2.0,3.0,2.0,4.0,3.0,54.0,Travel_Frequently,Sales,10.0,3.0,Life Sciences,1.0,3759.0,Female,4.0,Research Scientist,Divorced,37610.0,3.0,Y,12.0,8.0,0.0,26.0,3.0,14.0,1.0,12.0
6.632546854082777,19.0,2.0,3.0,4.0,4.0,3.0,35.0,Travel_Rarely,Research & Development,1.0,4.0,Other,1.0,2186.0,Female,2.0,Research Director,Married,81200.0,0.0,Y,13.0,8.0,0.0,10.0,2.0,9.0,0.0,0.0
7.382344935296667,4.0,3.0,3.0,3.0,2.0,4.0,34.0,Travel_Frequently,Sales,1.0,3.0,Life Sciences,1.0,3606.0,Male,2.0,Sales Executive,Married,24000.0,4.0,Y,18.0,8.0,1.0,14.0,3.0,10.0,1.0,8.0
6.6986345381525,7.0,3.0,3.0,3.0,4.0,1.0,34.0,Travel_Rarely,Sales,2.0,5.0,Life Sciences,1.0,356.0,Male,4.0,Research Scientist,Married,23230.0,0.0,Y,17.0,8.0,0.0,4.0,2.0,3.0,0.0,2.0
5.689960954930833,24.0,3.0,4.0,1.0,4.0,3.0,26.0,Travel_Rarely,Research & Development,2.0,2.0,Other,1.0,741.0,Male,3.0,Laboratory Technician,Single,53040.0,0.0,Y,20.0,8.0,1.0,5.0,2.0,4.0,1.0,1.0
7.665761936635278,19.0,2.0,4.0,4.0,3.0,2.0,47.0,Travel_Frequently,Research & Development,27.0,3.0,Life Sciences,1.0,1757.0,Male,1.0,Research Scientist,Divorced,54410.0,9.0,Y,22.0,8.0,1.0,28.0,6.0,22.0,11.0,13.0
7.070961624274722,17.0,2.0,3.0,4.0,3.0,3.0,30.0,Travel_Rarely,Research & Development,10.0,3.0,Life Sciences,1.0,81.0,Male,2.0,Research Scientist,Divorced,55070.0,1.0,Y,12.0,8.0,2.0,10.0,2.0,10.0,1.0,2.0
7.340606871931945,9.0,3.0,4.0,2.0,4.0,4.0,38.0,Travel_Rarely,Research & Development,3.0,4.0,Life Sciences,1.0,2589.0,Female,1.0,Sales Representative,Divorced,44900.0,2.0,Y,21.0,8.0,1.0,10.0,1.0,5.0,0.0,3.0
8.8111869701025,8.0,2.0,3.0,2.0,4.0,3.0,33.0,Travel_Rarely,Sales,3.0,4.0,Medical,1.0,1168.0,Male,3.0,Healthcare Representative,Married,16110.0,0.0,Y,14.0,8.0,0.0,10.0,2.0,9.0,8.0,1.0
6.515317938420278,20.0,4.0,3.0,3.0,4.0,3.0,50.0,Travel_Frequently,Research & Development,19.0,4.0,Life Sciences,1.0,2814.0,Male,2.0,Sales Executive,Single,53770.0,4.0,Y,14.0,8.0,1.0,16.0,3.0,2.0,2.0,1.0
7.258201695671389,14.0,2.0,3.0,3.0,1.0,3.0,41.0,Travel_Frequently,Sales,1.0,4.0,Other,1.0,2173.0,Female,2.0,Healthcare Representative,Divorced,55610.0,0.0,Y,11.0,8.0,0.0,10.0,2.0,9.0,1.0,7.0
8.503131414546944,5.0,2.0,3.0,2.0,4.0,4.0,31.0,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,1.0,1663.0,Male,3.0,Research Director,Single,61420.0,4.0,Y,13.0,8.0,2.0,10.0,2.0,6.0,0.0,5.0
7.294038375725,18.0,3.0,4.0,3.0,1.0,3.0,34.0,Travel_Rarely,Sales,9.0,2.0,Medical,1.0,4269.0,Male,2.0,Healthcare Representative,Single,48760.0,2.0,Y,21.0,8.0,1.0,14.0,3.0,11.0,5.0,8.0
7.525021195894444,6.0,1.0,3.0,3.0,4.0,4.0,31.0,Travel_Frequently,Research & Development,2.0,2.0,Medical,1.0,3663.0,Female,2.0,Manufacturing Director,Single,53960.0,7.0,Y,17.0,8.0,1.0,3.0,2.0,1.0,0.0,0.0
7.754089692101667,10.0,3.0,3.0,4.0,4.0,3.0,54.0,Non-Travel,Research & Development,9.0,3.0,Life Sciences,1.0,4265.0,Male,1.0,Laboratory Technician,Single,196130.0,2.0,Y,17.0,8.0,0.0,23.0,5.0,5.0,4.0,4.0
7.106880856760278,13.0,3.0,3.0,1.0,2.0,3.0,35.0,Travel_Rarely,Human Resources,3.0,4.0,Human Resources,1.0,1223.0,Male,2.0,Manager,Married,32940.0,0.0,Y,11.0,8.0,0.0,6.0,2.0,5.0,0.0,3.0
6.540616912092778,20.0,2.0,3.0,2.0,2.0,3.0,51.0,Travel_Frequently,Research & Development,20.0,3.0,Medical,1.0,730.0,Male,2.0,Sales Executive,Married,148140.0,2.0,Y,11.0,8.0,1.0,14.0,2.0,4.0,3.0,2.0
6.208421463632222,7.0,4.0,3.0,1.0,4.0,3.0,29.0,Travel_Rarely,Research & Development,5.0,4.0,Life Sciences,1.0,3340.0,Female,4.0,Healthcare Representative,Divorced,66730.0,6.0,Y,12.0,8.0,1.0,8.0,2.0,4.0,0.0,3.0
9.213722668451389,7.0,3.0,3.0,3.0,2.0,3.0,51.0,Travel_Rarely,Sales,18.0,2.0,Life Sciences,1.0,2175.0,Male,4.0,Manufacturing Director,Divorced,77250.0,1.0,Y,13.0,8.0,1.0,33.0,2.0,33.0,0.0,10.0
6.819887327086111,22.0,3.0,4.0,3.0,4.0,1.0,33.0,Travel_Frequently,Research & Development,8.0,3.0,Technical Degree,1.0,3192.0,Male,2.0,Laboratory Technician,Divorced,90690.0,3.0,Y,25.0,8.0,1.0,15.0,3.0,13.0,4.0,7.0
5.8601695671575,6.0,3.0,3.0,3.0,3.0,3.0,36.0,Travel_Rarely,Sales,1.0,2.0,Marketing,1.0,1277.0,Female,2.0,Sales Executive,Divorced,86060.0,1.0,Y,14.0,8.0,2.0,17.0,3.0,17.0,12.0,8.0
5.968224007139445,14.0,2.0,3.0,1.0,4.0,4.0,38.0,Travel_Rarely,Sales,1.0,1.0,Medical,1.0,1381.0,Male,2.0,Laboratory Technician,Single,176030.0,4.0,Y,16.0,8.0,0.0,12.0,0.0,8.0,0.0,7.0
6.485137215528611,8.0,3.0,3.0,4.0,2.0,2.0,33.0,Non-Travel,Research & Development,14.0,3.0,Other,1.0,2478.0,Male,1.0,Research Scientist,Divorced,108200.0,5.0,Y,12.0,8.0,0.0,11.0,2.0,9.0,1.0,7.0
5.6092157518963885,21.0,3.0,3.0,1.0,4.0,3.0,33.0,Travel_Rarely,Sales,26.0,2.0,Marketing,1.0,3566.0,Male,1.0,Research Scientist,Married,42300.0,0.0,Y,12.0,8.0,0.0,15.0,0.0,14.0,4.0,10.0
6.7284303882194445,17.0,2.0,3.0,4.0,4.0,3.0,38.0,Non-Travel,Research & Development,2.0,5.0,Life Sciences,1.0,2944.0,Male,3.0,Human Resources,Married,83210.0,3.0,Y,11.0,8.0,3.0,13.0,5.0,8.0,7.0,5.0
